"nomAttribuant","idAttribuant","typeAttribuant","anneeAttribution","nomBeneficiaire","typeBeneficiaire","montant","nature","objetAideNature"
"Ville de Marseille",21130055300016,"COM",2017,"ALLIANCE ASPIES ALLIANCE LES AUTISMES PAR L INSERTION L EDUCATION ET LES","Associations",3000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ALMA 13","Associations",2000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ALPHABETVILLE","Associations",5000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ALZHEIMER","Associations",4168.57,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AMAF","Associations",22720.74,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AMAP ASSOCIATION POUR LE MAINTIEN D UNE AGRICULTURE PAYSANNE","Associations",8126.93,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AMBITION CITE","Associations",9000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"AMICALE BOULISTE DU POUCE","Associations",0.00,"aide en nature","MISE A DISPOSITION D UN LOCAL 30 M2"
"Ville de Marseille",21130055300016,"COM",2017,"AMICALE CYCLISTE MARSEILLE EST","Associations",36900.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"AMICALE DES ANCIENS DU BATAILLON DE MARINS POMPIERS DE MARSEILLE","Associations",6700.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"AMICALE DES RETRAITES DE L INSTITUT PAOLI CALMETTE IPC CENTRE DE LUTTE","Associations",1800.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"AMICALE NAT. DES ENFANTS ALGEROIS","Associations",6989.00,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AMICALE SOUVENIR SAINT EUGENOIS","Associations",5509.04,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AMICALE SOUVENIR ST EUGENOIS","Associations",3300.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"AMICALE SPORTIVE MARSEILLAISE DU VIEUXPORT","Associations",1000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"AMIS DE L INSTRUCTION LAIQUE MAZARGUES","Associations",3409.03,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX 2 RUE RAYMOND CAILLOL 13009"
"Ville de Marseille",21130055300016,"COM",2017,"AMIS DE L INSTRUCTION LAIQUE ST LOUP","Associations",2973.83,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX  2 B AV DES CIGALES 13010"
"Ville de Marseille",21130055300016,"COM",2017,"AMIS DES AYGALADES","Associations",8126.93,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AMIS DES QUARTIERS SUD LES","Associations",3676.13,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AMITIE JUDEO CHRETIENNE MARSEILLE PROVENCE","Associations",500.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"AMSCAS","Associations",29400.00,"aide en numéraire ; aide en nature","MISE A DISPOSITION D EQUIPEMENTS SPORTIFS"
"Ville de Marseille",21130055300016,"COM",2017,"AMSP","Associations",22034.31,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AMUCELL","Associations",2000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ANACR ANC.COMB.ET AMIS RESISTANCE","Associations",2674.21,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ANCIENS ET AMIS DE BAB EL OUED","Associations",7236.43,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ANCIENS ET AMIS DE BAB EL OUED","Associations",2800.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ANCRAGES","Associations",4146.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ANDIIS","Associations",940.00,"aide en numéraire ; aide en nature","PRET DE LA SALLE DU 26 EME CENTENAIRE 3 JOURNEES + MOBILIER+AUDIO-VISUEL DU 17/05 AU 19/05"
"Ville de Marseille",21130055300016,"COM",2017,"ANIMA INVESTMENT NETWORK","Associations",30000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ANIMA THEATRE","Associations",10000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ANOCR","Associations",896.67,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"AOMQM OFFICIERS MARINIERS","Associations",1278.39,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"APAJH ADULTES ET JEUNES HANDICAPES","Associations",9662.59,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"APAJH ADULTES ET JEUNES HANDICAPES","Associations",13805.24,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"APCAR","Associations",33254.95,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"APCAR","Associations",8760.41,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"APDM ASS. DES PORTES DRAPEAUX","Associations",2009.54,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"APPROCHES CULTURES ET TERRITOIRES","Associations",8000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"APPUI RECHERCHE ET EDUCATION POUR LA NEGOCIATION LOCALE SUR ENVIRONNEMENTS","Associations",2992.85,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ARAC ET VICTIMES DE GUERRE ET DES COMBATTANTS POUR AMITIE LA SOLIDARITE","Associations",100.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ARBORESCENCE","Associations",4294.33,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ARC EN SUD","Associations",1500.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ARCHAOS CIRQUE DE CARACTERE","Associations",600000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ARM13 RETRAITES MILITAIRES BDR","Associations",2861.16,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ARPSYDEMIO","Associations",2000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ART CCESSIBLE","Associations",4000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ARTONIK","Associations",5000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ARTS ET DEVELOPPEMENT","Associations",2000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ARTS ET MUSIQUES EN PROVENCE","Associations",46041.08,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ARTS THEATRE ET CLAQUETTES COMPAGNIE PHILIPPE CHAGOT","Associations",1500.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASAF13 SOUTIEN ARMEE FRANÇAISE","Associations",1278.39,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ASB SIDI BRAHIM DE MARSEILLE","Associations",1278.39,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ASO AMAURY SPORT ORGANISATION","Associations",6960.00,"aide en numéraire ; aide en nature","PRET BALISAGE TOUR DE FRANCE A LA VOILE"
"Ville de Marseille",21130055300016,"COM",2017,"ASS ADOLPHE MONTICELLI","Associations",42848.48,"aide en numéraire ; aide en nature","MISE A DISPOSITION DU FORTIN DE CORBIERES ROUTE DU ROVE 1306"
"Ville de Marseille",21130055300016,"COM",2017,"ASS AIDE AIDANTS NATURELS PERS AGEES OU HANDICAPEES EN PERTE D AUTONOMIE","Associations",3300.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS AIDE AUX MUSIQUES INNOVATRICES","Associations",140000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS ASTHME ET ALLERGIES","Associations",16000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS BIBLIOTHEQUE CAPELETTE ABC","Associations",1000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS BOULE SPECIALE CIGALON","Associations",1898.66,"aide en numéraire ; aide en nature","MISE A DISPOSITION  D UN TERRAIN 1 AVENUE DES ECUREUILS 13012"
"Ville de Marseille",21130055300016,"COM",2017,"ASS CHALLENGE BOXING","Associations",1000.00,"aide en numéraire ; aide en nature","PRET DE MATERIEL CHAISES  "
"Ville de Marseille",21130055300016,"COM",2017,"ASS CHATEAU DE LA BUZINE","Associations",294480.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS CHATEAU DE SERVIERES","Associations",72500.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS CHRISTOPHE","Associations",4000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS COLA PRODUCTION","Associations",4640.00,"aide en numéraire ; aide en nature","PRET DE MATERIEL   PLATEAUX   CHAISES  TRETEAUX BANCS GRILLES CADDIES"
"Ville de Marseille",21130055300016,"COM",2017,"ASS COLA PRODUCTION","Associations",12000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS COMBATTANTS DE L UNION FRANCAISE","Associations",350.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS CRECHES MICRO BULLES","Associations",205804.32,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS CULTURELLE D ESPACE LECTURE ET D ECRITURE EN MEDITERRANEE","Associations",233675.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS CULTURELLE D ESPACE LECTURE ET D ECRITURE ENMEDITERRANEE","Associations",8784.07,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX  12 RUE EDOUARD VAILLANT 13003"
"Ville de Marseille",21130055300016,"COM",2017,"ASS CULTURELLE DES FRANCAIS D ALGERIE ACFA","Associations",1700.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS CULTURELLE ORTHODOXE RUSSE","Associations",7790.81,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX 100 102 AVENUE CLOT BEY 13008"
"Ville de Marseille",21130055300016,"COM",2017,"ASS CYCLISTE SAINT BARNABE","Associations",500.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS D AIDE AUX JEUNES TRAVAILLEURS","Associations",34407.29,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX 30 AVENUE DE LA CROIX ROUGE 13013"
"Ville de Marseille",21130055300016,"COM",2017,"ASS D AIDE AUX VICTIMES D ACTES DE DELINQUANCE","Associations",60000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS D ENSEIGNEMENT POUR L EDUCATION ETLA CULTURE","Associations",12500.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE DEVELOPPEMENT D ENTREPRISES LOCALES INSERTION ECONOMIQUE ET SOCIAL","Associations",75000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION DE L ECOLE DE LA DEUXIEME CHANCE","Associations",1425926.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION DE L ECOLE DE LA DEUXIEME CHANCE","Associations",506077.50,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION DE L INCUBATEUR MULTIMEDIA","Associations",25000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION DU CONSERVATOIRE NATIONAL DES ARTS ET METIERS DE PROVENCE ALPES COTE D AZUR","Associations",10419.85,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX CHEMIN DE SAINTE MARTHE 13014"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION DU CONSERVATOIRE NATIONAL DES ARTS ET METIERS DE PROVENCE ALPES COTE D AZUR","Associations",12401.12,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX ANCIENS ABATTOIRS DE SAINT LOUIS 13015"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET ANIMATION DU CENTRE SOCIO CULTUREL FRAIS VALLON","Associations",111852.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET D ANIMATION DE LA MAISON DES FAMILLES ET DES ASS","Associations",74434.90,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET D ANIMATION DE LA MAISON DES FAMILLES ET DES ASS","Associations",10193.03,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET D ANIMATION DE LA MAISON DES FAMILLES ET DES ASS","Associations",351941.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET D ANIMATION DE LA MAISON DESFAMILLES ET DES ASSOCIATIONS","Associations",73359.11,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE  LOCAUX 7 AVENUE SAINT PAUL 13013"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET D ANIMATION DU CENTRE SOCIAL DE MALPASSE","Associations",175349.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET D ANIMATION DU CENTRE SOCIO CULTUREL DEL RIO","Associations",224466.40,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET D ANIMATION DU CENTRE SOCIAL DE MALPASSE","Associations",23940.21,"aide en numéraire ; aide en nature","MISE A DISPOSITION  DE LOCAUX 82 AVENUE DE LA CROIX ROUGE 13013"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE GESTION ET D ANIMATION DU CS ET CULTUREL VAL PLAN BEGUDE","Associations",2341.21,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE  LOCAUX 58 BD CHARLES LIVON 13007"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE LA COMPAGNIE JULIEN LESTEL","Associations",90000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE LA GARDERIE SAINT FRANCOIS D ASSISE","Associations",35000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE MEDIATION SOCIALE","Associations",8317.19,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE LOCAUX 225 AVENUE DES AYGALADES 13015"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE MEDIATION SOCIALE","Associations",259482.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE PATRONAGE DE L INSTITUT REG DESJEUNES SOURDS JEUNES AVEUGLES DE MLLE","Associations",1500.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE POLITIQUE CRIMINELLE APPLIQUEE ET DE REINSERTION SOCIALE APCARS","Associations",5000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE PREFIGURATION DE LA CITE DES ARTS DE LA RUE","Associations",50000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE PREFIGURATION DE LA CITE DES ARTS DE LA RUE","Associations",2700.00,"aide en numéraire ; aide en nature","PRET DE MATERIEL PLATEAUX TRETEAUX "
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE PREFIGURATION INCUBATEUR INTER UNIVERSITAIRE DE ACADEMIE AIX MLLE","Associations",40000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE PROMOTION DE L INGENIERIE SOCIO EDUCATIVE","Associations",86826.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DE SOUTIEN A LA MEDIATION ET AUX ANTENNES JURIDIQUES","Associations",12000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DEFENSE INTERETS HANDICAPES MOTEURS","Associations",2400.00,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE  LOCAUX 46 RUE SAINTE VICTOIRE 13006 "
"Ville de Marseille",21130055300016,"COM",2017,"ASS DEP D INFORMATION SUR LE LOGEMENT","Associations",4750.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DEPARTEMENTALE DES PARENTS D ELEVES DEL ENSEIGNEMENT PUBLIC DES BDR","Associations",4927.00,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET  LOCAUX 11 RUE DE LA BOISERAIE 13012"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DEPARTEMENTALE DES PUPILLES DE L ENSEIGNEMENT PUBLIC DES BDR","Associations",21912.48,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX ILES DU FRIOUL ANCIENNE INFIRMERIE DE POMEGUES"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DEPARTEMENTALE POUR LE DEVELOPPEMENT DES ACTIONS DE PREVENTION","Associations",4622.78,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX PLACE DU MONUMENT ANCIEN LAVOIR LES CAILLOLS 13012"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DEPARTEMENTALE PROTECTION DES NOURRISSONS DE L ENFANCE ET DE LA FAMILLE","Associations",5297.10,"aide en numéraire ; aide en nature","MISE A DISPOSITION  A TITRE GRATUIT DE LOCAUX 182 BD HENRI BARNIER 13015"
"Ville de Marseille",21130055300016,"COM",2017,"ASS DEPTL POUR LE DEVELOPPEMENT DES ACTIONS DE PREVENTION","Associations",57000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DEPTL PROTECTION DES NOURRISSONS DE L ENFANCE ET DE LA FAMILLE APRONEF","Associations",163928.85,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DES AMIS DE LA FONDATION POUR LA MEMOIRE DE LA DEPORTATION","Associations",500.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DES AMIS DE SAINT VICTOR","Associations",10000.00,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2017,"ASS DES ANCIENS COMBATTANTS DU MINISTERE DES FINANCES","Associations",350.00,"aide en numéraire",
