SITE,ARRONDISSEMENT,COMMUNE,ADRESSE1,ADRESSE2,LONGITUDE,LATITUDE,Nom_Fichier,Taille_fichier,URL_Fichier
Vincent Leblanc,13002,Marseille,32 rue Vincent Leblanc,,5.36812775926037,43.3055095720964,13002_VincentLeblanc.zip,25.97 Mo,https://documents.e-mrs.fr/0554f860-f9c7-476d-a469-c6c388c45964
Belle de Mai,13003,Marseille,2 rue docteur Leon Perrin,,5.38654028012012,43.3135353258158,1279_Synthese_Maternelle_Belle_De_Mai.pdf,0.59 Mo,https://documents.e-mrs.fr/76061705-ec9a-4181-8986-275dd4c81074
Belle de Mai,13003,Marseille,2 rue docteur Leon Perrin,,5.38654028012012,43.3135353258158,13003_BelledeMai.zip,22.03 Mo,https://documents.e-mrs.fr/3b9f6650-9bd6-471f-acbd-2f873c62e110
Bernard Cadenat,13003,Marseille,3 Place Bernard Cadenat,,5.38790439368322,43.3123047509695,2493-synthese-elementaire_Bernard-Cadenat.pdf,0.48 Mo,https://documents.e-mrs.fr/f93fa6f7-3cf5-41da-9ab4-edbc170ecd5d
Bernard Cadenat,13003,Marseille,3 Place Bernard Cadenat,,5.38790439368322,43.3123047509695,30872-synthese-maternelle_Bernard-Cadenat.pdf,0.48 Mo,https://documents.e-mrs.fr/9cf0cbad-460c-40b7-8938-cf6654844f6c
Bernard Cadenat,13003,Marseille,3 Place Bernard Cadenat,,5.38790439368322,43.3123047509695,13003_BernardCadenat.zip,58.15 Mo,https://documents.e-mrs.fr/0e46ceee-7baa-414e-8fa4-2e49ae6fd346
Bugeaud,13003,Marseille,12 rue Bugeaud,,5.38567523735269,43.3073209456161,25156-Synthese_Primaire-Bugeaud.pdf,0.45 Mo,https://documents.e-mrs.fr/507403f1-fee0-43a9-8994-fd07bd2f34b4
Bugeaud,13003,Marseille,12 rue Bugeaud,,5.38567523735269,43.3073209456161,13003_Bugeaud.zip,29.92 Mo,https://documents.e-mrs.fr/8ee4fbad-f525-4b66-abdf-16993593f26a
Busserade Massena,13003,Marseille,3 rue Massena,,5.38346469197993,43.3085078144075,25158_Synthese_Primaire_BusseradeMassena.pdf,0.69 Mo,https://documents.e-mrs.fr/f05a476f-1945-458e-be56-ac97919d7b52
Busserade Massena,13003,Marseille,3 rue Massena,,5.38346469197993,43.3085078144075,13003_BusseradeMassena.zip,28.22 Mo,https://documents.e-mrs.fr/e495de2e-ba33-4833-8604-9acb42b666af
Edouard Vaillant,13003,Marseille,16 avenue Edouard Vaillant,,5.37809942063034,43.3164477606699,1034-synthese-elementaire_Edouard-Vaillant.pdf,0.49 Mo,https://documents.e-mrs.fr/49c4d218-11d1-4a23-ba2b-7ca928510d0c
Edouard Vaillant,13003,Marseille,16 avenue Edouard Vaillant,,5.37809942063034,43.3164477606699,3803-synthese-maternelle_Edouard-Vaillant.pdf,0.49 Mo,https://documents.e-mrs.fr/fc7ab367-23b6-493b-8c29-e65eaa5e5318
Edouard Vaillant,13003,Marseille,16 avenue Edouard Vaillant,,5.37809942063034,43.3164477606699,13003_EdouardVaillant.zip,76.23 Mo,https://documents.e-mrs.fr/3ae50b94-07d5-4616-840d-4df7d5ab1d75
Felix Pyat,13003,Marseille,54 rue Felix Pyat,,5.3753685038696,43.3149864706895,5011_Synthese_Primaire_FelixPyat.pdf,0.61 Mo,https://documents.e-mrs.fr/229896b1-b9c2-4249-8b09-3b35ee0a8da3
Felix Pyat,13003,Marseille,54 rue Felix Pyat,,5.3753685038696,43.3149864706895,13003_FelixPyat.zip,20.89 Mo,https://documents.e-mrs.fr/3ec0ea33-9f61-439f-b15c-84a9b1e08773
Fonscolombe,13003,Marseille,7 Rue Andre Chamson,,5.37305297841761,43.3117193115299,25165-Synthse_maternelle-Fonscolombe.pdf,0.51 Mo,https://documents.e-mrs.fr/7b6bf337-1b05-422c-b0bd-51eddaf07eac
Fonscolombe,13003,Marseille,7 Rue Andre Chamson,,5.37305297841761,43.3117193115299,13003_Fonscolombe.zip,28.24 Mo,https://documents.e-mrs.fr/c0fc51c9-59a3-4341-9eac-02f1259c3863
Kléber,13003,Marseille,26 rue Kleber,,5.37492306857114,43.3076830885771,1274-Synthese_élémentaire-Kléber.pdf,0.48 Mo,https://documents.e-mrs.fr/21870aa2-0b4a-4459-858d-2e302f545d53
Kléber,13003,Marseille,26 rue Kleber,,5.37492306857114,43.3076830885771,3174-Synthese_maternelle-Kleber.pdf,0.46 Mo,https://documents.e-mrs.fr/feca4183-a15c-4127-b3b5-06c21efbd84a
Kléber,13003,Marseille,26 rue Kleber,,5.37492306857114,43.3076830885771,13003_Kleber.zip,36.14 Mo,https://documents.e-mrs.fr/41e1af5d-5650-4813-8ac5-2946a90f62d2
National,13003,Marseille,179 Boulevard National,,5.38026294687923,43.3088536396356,3821-Synthese_élémentaire-National.pdf,0.49 Mo,https://documents.e-mrs.fr/e0c5c4eb-5c13-4bea-9d92-fe4780234915
National,13003,Marseille,179 Boulevard National,,5.38026294687923,43.3088536396356,13003_National.zip,49.15 Mo,https://documents.e-mrs.fr/d750d6ab-912f-401c-a7b7-220233813296
Parc Bellevue,13003,Marseille,143 Rue Felix Pyat,,5.37345610336412,43.3174666513686,1872-Synthese_maternelle-Parc Bellevue.pdf,0.56 Mo,https://documents.e-mrs.fr/10e90dda-6feb-47f8-9c7b-3052627a735b
Parc Bellevue,13003,Marseille,143 Rue Felix Pyat,,5.37345610336412,43.3174666513686,3140-Synthese_élémentaire-Parc Bellevue.pdf,0.55 Mo,https://documents.e-mrs.fr/f48e5698-0c06-439d-a7f1-c7182360e739
Parc Bellevue,13003,Marseille,143 Rue Felix Pyat,,5.37345610336412,43.3174666513686,13003_ParcBellevue.zip,40.67 Mo,https://documents.e-mrs.fr/f834c2f7-11f2-41dd-9652-973fb28d7ae5
Peyssonnel,13003,Marseille,16 Rue Peyssonnel,,5.37299640097393,43.3072346518204,1882-synthese-elementaire_Peyssonnel-II.pdf,0.55 Mo,https://documents.e-mrs.fr/550d5332-1634-4e7d-8776-19034ea2a9a3
Peyssonnel,13003,Marseille,16 Rue Peyssonnel,,5.37299640097393,43.3072346518204,3158-synthese-elementaire_Peyssonnel-I.pdf,0.62 Mo,https://documents.e-mrs.fr/18573545-91f3-4ffc-9403-a16f9341e3fc
Peyssonnel,13003,Marseille,16 Rue Peyssonnel,,5.37299640097393,43.3072346518204,5029-synthese-maternelle_Peyssonnel.pdf,0.96 Mo,https://documents.e-mrs.fr/bc8711bb-0b30-41ec-9057-08c1d4832054
Peyssonnel,13003,Marseille,16 Rue Peyssonnel,,5.37299640097393,43.3072346518204,13003_Peyssonnel.zip,72.87 Mo,https://documents.e-mrs.fr/d8385df4-bad3-4610-8a89-13671e31e473
Pommier,13003,Marseille,3 rue Pommier,,5.38112438411527,43.3091118542945,1264_Synthese_Maternelle_Pommier.pdf,0.53 Mo,https://documents.e-mrs.fr/668cf6cc-61e6-4b9b-9ac9-ddc9c0e25b19
Pommier,13003,Marseille,3 rue Pommier,,5.38112438411527,43.3091118542945,13003_Pommier.zip,44.05 Mo,https://documents.e-mrs.fr/d5eaa0ef-d80c-4039-9994-888958e92737
Ruffi,13003,Marseille,92 rue de Ruffi,,5.37018951267822,43.3137592834007,3157_Synthese_Primaire_Ruffi.pdf,0.61 Mo,https://documents.e-mrs.fr/211144cc-86f4-4c48-beb2-b51fa5d58359
Ruffi,13003,Marseille,92 rue de Ruffi,,5.37018951267822,43.3137592834007,13003_Ruffi.zip,29.93 Mo,https://documents.e-mrs.fr/d8ced901-a370-4730-bee7-479a7a0c39fd
Révolution annexe,13003,Marseille,38 & 47 rue du Jet d'eau,,5.38252690833896,43.3148241680515,2504-Synthese_maternelle-Révolution annexe.pdf,0.53 Mo,https://documents.e-mrs.fr/94198186-3436-4a92-bbb1-3fd206180956
Révolution annexe,13003,Marseille,38 & 47 rue du Jet d'eau,,5.38252690833896,43.3148241680515,5028-Synthese_élémentaire-Révolution annexe.pdf,0.53 Mo,https://documents.e-mrs.fr/cc375b80-37b9-4c16-b1c1-196ae58043a4
Révolution annexe,13003,Marseille,38 & 47 rue du Jet d'eau,,5.38252690833896,43.3148241680515,13003_Revolutionannexe.zip,43.47 Mo,https://documents.e-mrs.fr/d6b1598b-3607-4db1-8733-b23036b5c1e0
Révolution Jet d'Eau,13003,Marseille,38 & 47 rue du Jet d'eau,,5.38252690833896,43.3148241680515,390-Synthese_élémentaire-Révolution Jet d'Eau.pdf,0.48 Mo,https://documents.e-mrs.fr/9f40bdf0-9721-4a2d-a582-fab171673071
Révolution Jet d'Eau,13003,Marseille,38 & 47 rue du Jet d'eau,,5.38252690833896,43.3148241680515,13003_RevolutionJetdEau.zip,36.15 Mo,https://documents.e-mrs.fr/57d689e4-7429-4c2f-be9c-9be2bb4f7dbb
Saint Charles,13003,Marseille,47 rue Lucien Rolmer,,5.37637496260252,43.3067571698457,2475-Synthese_élémentaire-Saint Charles 1.pdf,0.55 Mo,https://documents.e-mrs.fr/7ed91e1b-a65b-4042-b47f-7fab65a69e92
Saint Charles,13003,Marseille,47 rue Lucien Rolmer,,5.37637496260252,43.3067571698457,623-Synthese_élémentaire-Saint Charles 2.pdf,0.46 Mo,https://documents.e-mrs.fr/0837e385-e00a-4244-b0e4-c733549c11f8
Saint Charles,13003,Marseille,47 rue Lucien Rolmer,,5.37637496260252,43.3067571698457,657-Synthese_maternelle-Saint Charles.pdf,0.55 Mo,https://documents.e-mrs.fr/925250ea-e20a-4471-9a30-1adc85b055d6
Saint Charles,13003,Marseille,47 rue Lucien Rolmer,,5.37637496260252,43.3067571698457,13003_SaintCharles.zip,55.92 Mo,https://documents.e-mrs.fr/369da356-3d1d-4138-9fdd-81c46d109430
Strasbourg,13003,Marseille,56 Boulevard de Strasbourg,,5.37794431806882,43.3071371876917,3824-Synthese_maternelle-Strasbourg.pdf,0.58 Mo,https://documents.e-mrs.fr/b6a2c21e-2655-44bb-a8ad-ab27d80636f6
Strasbourg,13003,Marseille,56 Boulevard de Strasbourg,,5.37794431806882,43.3071371876917,13003_Strasbourg.zip,31.06 Mo,https://documents.e-mrs.fr/1b1ed70c-1525-4671-8a51-dbe085cb6937
Boisson,13004,Marseille,127 Boulevard Boisson,,5.40394492057943,43.298227448717,3783_Synthese_Elementaire_Boisson.pdf,0.27 Mo,https://documents.e-mrs.fr/017d829f-41da-430e-9308-27c430f3b242
Boisson,13004,Marseille,127 Boulevard Boisson,,5.40394492057943,43.298227448717,13004_Boisson.zip,18.64 Mo,https://documents.e-mrs.fr/7762d5bc-27b4-4dc3-94d4-5958ec829507
Botinelly,13004,Marseille,23 bis Boulevard Louis Botinelly,,5.40465208808803,43.3016692167832,3817_Synthese_Elementaire_Botinelly.pdf,0.21 Mo,https://documents.e-mrs.fr/e6612759-e84d-4b7f-9aa1-c88023420ba5
Botinelly,13004,Marseille,23 bis Boulevard Louis Botinelly,,5.40465208808803,43.3016692167832,18282_Synthese_Maternelle_Botinelly.pdf,0.21 Mo,https://documents.e-mrs.fr/ffbb85eb-bab1-41b5-a20f-5807906f1339
Botinelly,13004,Marseille,23 bis Boulevard Louis Botinelly,,5.40465208808803,43.3016692167832,13004_Botinelly.zip,29.37 Mo,https://documents.e-mrs.fr/9cd3c5dc-2686-472b-a382-d1e7add2220e
Chartreux,13004,Marseille,117 avenue des Chartreux,,5.39952975894339,43.3072475871992,606-Synthese_élémentaire-Chartreux.pdf,0.52 Mo,https://documents.e-mrs.fr/5ed4b7e0-8504-4d24-8724-633bc357dd57
Chartreux,13004,Marseille,117 avenue des Chartreux,,5.39952975894339,43.3072475871992,13004_Chartreux.zip,25.41 Mo,https://documents.e-mrs.fr/431b3c9a-d710-41e4-85ef-869867968ffe
Chartreux Albe HMB,13004,Marseille,19 Rue Vincent Faeta,,5.40790726810788,43.3131862105156,3823-Synthese_maternelle-Chartreux Albe HMB.pdf,0.48 Mo,https://documents.e-mrs.fr/ff2e9ece-2084-4193-8fa0-5514faf72d58
Chartreux Albe HMB,13004,Marseille,19 Rue Vincent Faeta,,5.40790726810788,43.3131862105156,13004_ChartreuxAlbeHMB.zip,15.24 Mo,https://documents.e-mrs.fr/a5a98f46-6f54-4b35-be35-fa0ebf168aff
