Nom du site,Categorie,Adresse 1,Adresse 2,Code Postal,Ville,Numero de telephone,Email,Longitude,Latitude
Ecole La Barasse,Ecoles elementaires,25 bld Lucien Margaillan,,13011,Marseille,04 91 36 03 71,ecole.barasse@cime.org,5.48169757540446,43.2841212344261
Ecole Accates La Valentine,Ecoles elementaires,83 chemin vicinal des Accates,,13011,Marseille,04 91 43 02 90,ecole.accatesvalentine@cime.org,5.49262286578585,43.3029290037381
Ecole Hozier,Ecoles elementaires,2 rue d'hozier,,13002,Marseille,04 91 90 53 50,ecole.hozier@cime.org,5.37005182813438,43.3044615062444
Ecole Des Accoules,Ecoles elementaires,27 montee des Accoules,,13002,Marseille,04 91 90 66 51,ecole.accoules@cime.org,5.36688501756355,43.297648374693
Ecole Paix,Ecoles elementaires,56 rue de la Paix Marcel Paul,,13006,Marseille,04 91 33 24 68,ecole.lapaix@cime.org,5.37316115437247,43.2911366713062
Ecole Major,Ecoles elementaires,41 rue de l'Eveche,,13002,Marseille,04 91 91 21 51,ecole.major@cime.org,5.36637740260311,43.300687029082
Ecole Pharo Catalans,Ecoles elementaires,3 rue des catalans,,13007,Marseille,04 91 52 37 32,ecole.pharocatalans@cime.org,5.35531782358849,43.2924136007539
Ecole Peyssonnel 1,Ecoles elementaires,22 Rue Peyssonnel,,13003,Marseille,04 91 50 37 62,ecole.peyssonnel1@cime.org,5.37282295321236,43.3075416998193
Ecole Corderie,Ecoles elementaires,33 boulevard de la Corderie,,13007,Marseille,04 91 33 70 60,ecole.corderie@cime.org,5.36948680474086,43.2901994295336
Ecole Francois Moisson,Ecoles elementaires,19 rue Francois Masson,,13002,Marseille,04 91 91 22 51,ecole.moisson2@cime.org,5.36901872194535,43.3011743519672
Ecole Prado Plage,Ecoles elementaires,122 rue du Commandant Rolland,,13008,Marseille,04 91 77 37 97,ecole.pradoplage@cime.org,5.37951698490793,43.2689638330616
Ecole Roucas Blanc,Ecoles elementaires,44 chemin du Roucas Blanc,,13007,Marseille,04 91 52 69 26,ecole.mat.roucas@cime.org,5.36633011027009,43.2866836017341
Ecole Guadeloupe,Ecoles elementaires,7 rue de la Guadeloupe,,13006,Marseille,04 91 37 22 13,ecole.guadeloupe@cime.org,5.37443447559364,43.2818879643871
Ecole Blancarde,Ecoles elementaires,74 rue Beau,,13012,Marseille,04 91 49 08 48,ecole.blancarde@cime.org,5.41067354229198,43.3011378979228
Ecole Abbe De L'Epee,Ecoles elementaires,12-18 Square Sidi-Brahim,,13005,Marseille,04 91 34 72 70,ecole.abbe.epee@cime.org,5.39952107497321,43.297327051535
Ecole Loubiere,Ecoles elementaires,97 rue de la Loubiere,,13005,Marseille,04 91 42 21 37,ecole.loubiere@cime.org,5.39149580719674,43.2896936944404
Ecole Saint Barnabe,Ecoles elementaires,27 rue Docteur Cauvin,,13012,Marseille,04 91 49 06 54,ecole.saintbarnabe@cime.org,5.41752534539844,43.3023765889194
Ecole Fraissinet,Ecoles elementaires,208 Rue Saint Pierre,,13005,Marseille,04 91 48 07 31,ecole.fraissinet@cime.org,5.39867336248671,43.2924094335388
Ecole Chave,Ecoles elementaires,191 boulevard Chave,,13005,Marseille,04 91 42 20 60,ecole.chave@cime.org,5.39831107648755,43.2961023175325
Ecole Olivier Gillibert,Ecoles elementaires,46 rue Gillibert,,13005,Marseille,04 91 42 21 18,ecole.gillibert@cime.org,5.39505512192934,43.294073814228
Ecole Air Bel,Ecoles elementaires,Allee des Platanes,,13011,Marseille,04 91 35 05 62,ecole.airbel@cime.org,5.42978541847816,43.2906229867312
Ecole La Fourragere,Ecoles elementaires,70 avenue de la Fourragere,,13012,Marseille,04 91 93 00 57,ecole.lafourragere@cime.org,5.42762780054564,43.3004676164843
Ecole Sainte Sophie,Ecoles elementaires,4 Rue Sainte Sophie,,13004,Marseille,04 91 34 73 03,ecole.saintesophie@cime.org,5.40297694393139,43.3064745156188
Ecole Sainte Cecile,Ecoles elementaires,146 rue Sainte-Cecile,,13005,Marseille,04 91 78 20 67,ecole.saintececile@cime.org,5.39892145707195,43.2888479171659
Ecole Calanques De Sormiou,Ecoles elementaires,139 chemin de Sormiou,,13009,Marseille,04 91 72 61 03,ecole.calanques.sormiou@cime.org,5.40166225256921,43.2298899485512
Ecole Saint Pierre,Ecoles elementaires,12 Boulevard Louis Frangin,,13005,Marseille,04 91 47 65 03,ecole.saintpierre@cime.org,5.4056198278024,43.2939767242173
Ecole Coin Joli,Ecoles elementaires,12 avenue Alfred Nicolas,,13009,Marseille,04 91 75 52 00,ecole.coinjoli@cime.org,5.4032818401631,43.2653605681127
Ecole Bonneveine-Zenatti,Ecoles elementaires,109 avenue Andre Zenatti,,13008,Marseille,04 91 72 17 24,ecole.zenatti@cime.org,5.39068927711297,43.2461334393443
Ecole Granados Roy D'Espagne,Ecoles elementaires,3 Allee granados,,13009,Marseille,04 91 73 36 51,ecole.granados@cime.org,5.39204033910138,43.2368909146148
Ecole Sainte Anne,Ecoles elementaires,484 avenue de Mazargues,,13008,Marseille,04 91 76 17 37,ecole.sainteanne@cime.org,5.39352994062034,43.2555178653697
Ecole Bonneveine 2,Ecoles elementaires,52 Bd du Sablier,,13008,Marseille,04 91 73 31 45,ecole.bonneveine2@cime.org,5.38090101607016,43.2511572517931
Ecole Grand Saint Giniez,Ecoles elementaires,257 av de Mazargues,,13008,Marseille,04 91 76 23 31,ecole.grandsaintginiez@cime.org,5.39363859819748,43.2638235822499
Ecole Lapin Blanc Des Neiges,Ecoles elementaires,131 Bd du Sablier,,13008,Marseille,04 91 73 27 50,ecole.lapinblancdesneiges@cime.org,5.38173402493566,43.2481967232474
Ecole Pointe Rouge,Ecoles elementaires,10 bvd Piot,,13008,Marseille,04 91 73 35 66,ecole.pointerouge1@cime.org,5.37173498412741,43.2432884085686
Ecole Madrague Montredon,Ecoles elementaires,34 bld de la Verrerie,,13008,Marseille,04 91 73 39 23,ecole.madraguemontredon@cime.org,5.36129686886556,43.2318365858462
Ecole Mazargues Beauchene,Ecoles elementaires,5 av Marie Balajat,,13009,Marseille,04 91 40 12 89,ecole.mazarguesbeauchene@cime.org,5.40542763135304,43.2500321236177
Ecole Valmante,Ecoles elementaires,83 chemin Jean Roubin,,13009,Marseille,04 91 41 14 68,ecole.valmante@cime.org,5.42131607203272,43.2483049633651
Ecole Valmont Redon,Ecoles elementaires,431 av de Lattre de Tassigny,,13009,Marseille,04 91 40 10 47,ecole.valmontredon@cime.org,5.42645043323313,43.2442415151578
Ecole Maurice Korsec,Ecoles elementaires,2 rue Maurice Korsec,,13001,Marseille,04 91 90 15 76,ecole.korsec@cime.org,5.379483074404,43.3005944290959
Ecole Saint Savournin,Ecoles elementaires,12 rue Barthelemy,,13001,Marseille,04 91 53 10 60,ecole.saintsavournin@cime.org,5.38637890045206,43.2979081257236
Ecole Saint Charles 1,Ecoles elementaires,49 rue Lucien Rolmer,,13003,Marseille,04 91 50 24 86,ecole.saintcharles1@cime.org,5.37698078348277,43.3065665375356
Ecole Michelet Foch,Ecoles elementaires,21 avenue Marechal Foch,,13004,Marseille,04 91 09 96 28,,5.39918803436027,43.3012449612876
Ecole Kleber,Ecoles elementaires,26 rue Kleber,,13003,Marseille,04 91 50 83 34,ecole.kleber@cime.org,5.37492306857114,43.3076830885771
Ecole Abeilles,Ecoles elementaires,14 rue Flegier,,13001,Marseille,04 91 05 90 25,ecole.abeilles@cime.org,5.38519644603928,43.3018104921603
Ecole Etienne Milan,Ecoles elementaires,4 rue Etienne Milan,,13008,Marseille,04 91 76 36 37,ecole.etiennemilan@cime.org,5.38625064683331,43.2647696737316
Ecole Grotte Rolland,Ecoles elementaires,24 bld des Salyens,,13008,Marseille,04 91 73 34 84,ecole.grotterolland@cime.org,5.36600727941519,43.2353105654717
Ecole Cabot,Ecoles elementaires,Place Louis Nazury,,13009,Marseille,04 91 82 04 54,ecole.cabotnazury@cime.org,5.41885956572858,43.2577542301996
Ecole Mazargues Vaccaro,Ecoles elementaires,Bd General Koenig,Residence Michelet de Lattre,13009,Marseille,04 91 40 15 13,ecole.mazarguesvaccaro@cime.org,5.41024708532033,43.242060250078
Ecole Franklin Roosevelt,Ecoles elementaires,5 rue de Tivoli,,13005,Marseille,04 91 47 22 52,ecole.roosevelt@cime.org,5.38931118862064,43.2982470347403
Ecole Eydoux,Ecoles elementaires,20 rue Eydoux,,13006,Marseille,04 91 48 58 42,ecole.eydoux@cime.org,5.38712820819718,43.2904419975491
Ecole Albert Chabanon,Ecoles elementaires,23 rue Albert Chabanon,,13006,Marseille,04 91 47 67 94,ecole.chabanon@cime.org,5.38283731233812,43.2904671070577
Ecole Cours Julien,Ecoles elementaires,119 rue d'Aubagne,,13006,Marseille,04 91 47 19 18,ecole.coursjulien@cime.org,5.38267006307623,43.2930364697972
Ecole Saint Charles 2,Ecoles elementaires,36 rue du 141eme RIA,,13003,Marseille,04 91 50 39 53,ecole.saintcharles2@cime.org,5.3799501165639,43.3069284803099
Ecole Capelette,Ecoles elementaires,2 rue Laugier,,13010,Marseille,04 91 79 82 24,ecole.capelettelaugier@cime.org,5.40650370336115,43.28179179474
Ecole Chevalier Paul,Ecoles elementaires,74 rue du Chevalier Paul,,13002,Marseille,04 91 93 47 51,,5.3694883769111,43.3093396212742
Ecole La Timone,Ecoles elementaires,23 rue Roger Mathurin,,13010,Marseille,04 91 78 34 19,ecole.timone@cime.org,5.40483862452825,43.2857512420183
Ecole Saint Loup Castel Joli,Ecoles elementaires,6 avenue Castel Joli,,13010,Marseille,04 91 44 80 58,ecole.casteljoli@cime.org,5.43011495372636,43.2802704983243
Ecole Parc Dromel,Ecoles elementaires,7 Bd Dromel,,13009,Marseille,04 91 75 22 08,ecole.parcdromel@cime.org,5.40608910451042,43.2708505067285
Ecole Cite Azoulay,Ecoles elementaires,21 rue Raphael,,13008,Marseille,04 91 77 86 41,ecole.citeazoulay@cime.org,5.39214197466938,43.2684221918137
Ecole Menpenti,Ecoles elementaires,161 av de Toulon,,13010,Marseille,04 91 79 79 51,ecole.menpenti@cime.org,5.39625843484978,43.2841245433803
Ecole Saint Tronc La Rose,Ecoles elementaires,225 Bvd Paul Claudel,,13010,Marseille,04 91 75 10 47,ecole.sainttronclarose@cime.org,5.42069658660447,43.2705382472517
Ecole Le Rouet,Ecoles elementaires,10 rue Sainte Famille,,13008,Marseille,04 91 79 16 41,ecole.rouet@cime.org,5.39335740093898,43.2781811329643
Ecole Capelette Mireille Lauze,Ecoles elementaires,131 boulevard Mireille Lauze,,13010,Marseille,04 91 79 53 37,ecole.mireillelauze@cime.org,5.4116998299223,43.2833989751638
Ecole La Sauvagere,Ecoles elementaires,253 Bvd Romain Rolland,,13010,Marseille,04 91 75 23 36,ecole.sauvagere@cime.org,5.41511033549444,43.2718334756477
Ecole Raymond Teisseire,Ecoles elementaires,64 Bvd Rabatau,,13008,Marseille,04 91 79 43 06,ecole.teisseire@cime.org,5.39678934429378,43.2753616026577
Ecole La Pauline,Ecoles elementaires,337 boulevard Romain Rolland,,13009,Marseille,04 91 75 52 55,ecole.lapauline@cime.org,5.41054291694095,43.2712564385199
Ecole Parette Mazenode,Ecoles elementaires,427 boulevard Mireille Lauze,,13011,Marseille,04 91 44 98 91,ecole.parettemazenode@cime.org,5.43029983487339,43.2873320120759
Ecole Pont De Vivaux Saccoman,Ecoles elementaires,200 boulevard Romain Rolland,,13010,Marseille,04 91 79 66 59,ecole.saccoman1@cime.org,5.41631131655267,43.2759830855176
Ecole Boisson,Ecoles elementaires,127 Bd Boisson,,13004,Marseille,04 91 34 73 91,ecole.boisson@cime.org,5.40394492057943,43.298227448717
Ecole Leverrier,Ecoles elementaires,6 place Leverrier,,13004,Marseille,04 91 50 79 26,ecole.leverrier@cime.org,5.39355356387234,43.3062981395764
Ecole Botinelly,Ecoles elementaires,23 bis Boulevard Louis Botinelly,,13004,Marseille,04 91 49 49 16,ecole.botinelly@cime.org,5.40465208808803,43.3016692167832
Ecole Allee Des Pins Le Cabot,Ecoles elementaires,51 Allee des Pins,,13009,Marseille,04 91 41 34 54,ecole.alleedespins@cime.org,5.41564509345293,43.2534566124239
Ecole Saint Henri,Ecoles elementaires,95 rue Rabelais,,13016,Marseille,04 91 46 01 03,ecole.sainthenrirabelais@cime.org,5.33411397630574,43.3587245761115
Ecole La Calade,Ecoles elementaires,19 Traverse Maritime,,13015,Marseille,04 91 60 51 17,ecole.calade@cime.org,5.35466542756258,43.3388184796514
Ecole Bricarde,Ecoles elementaires,125 Bd Henri Barnier,,13015,Marseille,04 91 51 29 29,ecole.bricarde@cime.org,5.34778317960417,43.3707154082313
Ecole La Rose Frais Vallon Sud,Ecoles elementaires,51 avenue de Frais Vallon,,13013,Marseille,04 91 66 14 96,ecole.fraisvallon.sud@cime.org,5.42836420405541,43.3253662443077
Ecole Les Trois Lucs,Ecoles elementaires,375 avenue des Poilus,,13012,Marseille,04 91 93 29 83,ecole.3lucs@cime.org,5.46271953579573,43.3146330945234
Ecole Les Olives,Ecoles elementaires,147 avenue des Poilus,,13013,Marseille,04 91 66 27 60,ecole.olives@cime.org,5.457508963057,43.3224376890164
Ecole La Rose Frais Vallon Nord,Ecoles elementaires,39 avenue de Frais Vallon,,13013,Marseille,04 91 66 27 16,ecole.fraisvallon.nord@cime.org,5.42683860566249,43.3250927164435
Ecole La Rose Saint Theodore,Ecoles elementaires,5 allee des Chardonnerets,,13013,Marseille,04 91 66 00 87,ecole.rosesttheodore@cime.org,5.43404780942893,43.3303704982088
Ecole Saint Jerome Village 2,Ecoles elementaires,41 avenue de Saint Jerome,,13013,Marseille,04 91 66 39 50,ecole.saintjeromevillage2@cime.org,5.41757207259597,43.3300090631006
Ecole Beaumont Bombardiere,Ecoles elementaires,213 rue Charles Kaddouz,,13012,Marseille,04 91 93 16 32,ecole.beaumontbombardiere@cime.org,5.43822603328973,43.3188838269816
Ecole La Rose Val Plan,Ecoles elementaires,77 avenue de la Croix Rouge,,13013,Marseille,04 91 66 43 89,ecole.rosevalplan@cime.org,5.43373471831443,43.3329166228656
Ecole Notre Dame Limite Jean Perrin,Ecoles elementaires,chemin des Bourrely,HLM Jean Perrin,13015,Marseille,04 91 51 11 84,ecole.hlmperrin@cime.org,5.3618406951206,43.3841337855647
Ecole Les Bastides,Ecoles elementaires,292 Av de Saint-Antoine,,13015,Marseille,04 91 51 15 96,ecole.lesbastides@cime.org,5.35621307339438,43.3758525135732
Ecole Cabucelle,Ecoles elementaires,52 Bd Viala,,13015,Marseille,04 91 58 64 15,ecole.cabucelle@cime.org,5.36035202632108,43.3351115144687
Ecole Saint Louis Le Rove,Ecoles elementaires,50 chemin de saint-louis au rove,,13015,Marseille,04 91 60 96 33,ecole.saintlouislerove@cime.org,5.35533539749609,43.349880561761
Ecole Estaque Gare,Ecoles elementaires,33 boulevard Fenouil,,13016,Marseille,04 91 03 66 55,ecole.estaquegare@cime.org,5.3204801544421,43.3608438526132
Ecole Estaque Plage,Ecoles elementaires,2 rue de la Convention,Montee des Ecoles,13016,Marseille,04 91 46 12 66,ecole.estaqueplage1@cime.org,5.31436239925078,43.3621342689104
Ecole Saint Andre Condorcet,Ecoles elementaires,64 rue Condorcet,,13016,Marseille,04 91 46 03 92,ecole.saintandrecondorcet@cime.org,5.34160114730105,43.3574353288569
Ecole Saint Louis Gare,Ecoles elementaires,16 rue Le Chatelier,,13015,Marseille,04 91 60 82 80,ecole.saintlouisgare@cime.org,5.35967635489918,43.347465639379
Ecole Plan D'Aou,Ecoles elementaires,1 Bd du Commandant Thollon,,13015,Marseille,04 91 51 27 37,ecole.saintantoineplandaou@cime.org,5.35519795620135,43.3695159438489
Ecole Notre Dame Limite Les Fabrettes,Ecoles elementaires,chemin de Mimet ND Limite,,13015,Marseille,04 91 51 03 82,ecole.lesfabrettes@cime.org,5.35908352943663,43.3832342426448
Ecole Verduron Haut,Ecoles elementaires,71 boulevard Marius Bremond,,13015,Marseille,04 91 51 34 00,ecole.verduronhaut@cime.org,5.34340760843955,43.375314903181
Ecole La Viste Bousquet,Ecoles elementaires,68 avenue de la Viste,,13015,Marseille,04 91 60 09 21,ecole.vistebousquet@cime.org,5.35839330912296,43.3572046444174
Ecole Oddo,Ecoles elementaires,1 place Edgar-Tarquin,,13015,Marseille,04 91 58 00 42,ecole.madragueville@cime.org,5.36192116190874,43.3286471443627
Ecole Revolution,Ecoles elementaires,38 & 47 rue du Jet d'eau,,13003,Marseille,04 91 50 17 92,ecole.revolution@cime.org,5.38252690833896,43.3148241680515
Ecole Bernard Cadenat,Ecoles elementaires,3 Place Bernard Cadenat,,13003,Marseille,04 91 50 37 38,ecole.bernardcadenat@cime.org,5.38790439368322,43.3123047509695
Ecole Arenc Bachas Exterieur,Ecoles elementaires,9 boulevard Ferdinand de Lesseps,,13015,Marseille,04 91 62 75 77,ecole.arencbachas@cime.org,5.37016334103594,43.3200228594886
Ecole Mazargues,Ecoles elementaires,3 rue Francois Blanc,,13009,Marseille,04 91 40 01 86,ecole.mazarguescentre@cime.org,5.40152755521074,43.2492818331609
Ecole La Soude,Ecoles elementaires,40 avenue de la Soude,,13009,Marseille,04 91 40 03 23,ecole.mazargueslasoude@cime.org,5.39988809323782,43.2447683489976
Ecole La Rouviere,Ecoles elementaires,83 boulevard du Redon,,13009,Marseille,04 91 41 34 89,ecole.larouviere@cime.org,5.42389420055854,43.2513659369994
Ecole Roy D'Espagne,Ecoles elementaires,1 allee Emmanuel Chabrier,,13008,Marseille,04 91 73 22 13,ecole.chabrier@cime.org,5.38597924846744,43.2400797290055
Ecole Sainte Marguerite,Ecoles elementaires,135 boulevard de Sainte Marguerite,,13009,Marseille,04 91 75 51 84,ecole.saintemarguerite@cime.org,5.40810946359228,43.267707865968
Ecole Busserade-Massena,Ecoles elementaires,3 rue Massena,,13003,Marseille,04 91 08 99 04,,5.38346469197993,43.3085078144075
Ecole Saint Antoine Palanque,Ecoles elementaires,46 chemin de la martine,,13015,Marseille,04 91 65 62 70,ecole.saintantoinepalanque@cime.org,5.36407525996757,43.3737283339414
Ecole Square Michelet,Ecoles elementaires,12 bld Gaston Ramon,,13009,Marseille,04 91 71 58 60,ecole.squaremichelet@cime.org,5.39907449956942,43.2673117421284
Ecole Lapin Blanc,Ecoles elementaires,70 avenue Andre Zenatti,,13008,Marseille,04 91 73 32 86,ecole.lapinblanc@cime.org,5.38692207779587,43.2462524918167
Ecole Ruffi,Ecoles elementaires,92 rue de Ruffi,,13003,Marseille,04 91 08 09 15,ecole.ruffi@cime.org,5.37018951267822,43.3137592834007
Ecole Bois Lemaitre,Ecoles elementaires,avenue Jean Compadieu,,13012,Marseille,04 91 93 06 26,ecole.boislemaitre@cime.org,5.43364167144866,43.321315533285
Ecole La Rose Castors,Ecoles elementaires,189 chemin Notre-Dame de Consolation,,13013,Marseille,04 91 66 39 08,ecole.rosecastors@cime.org,5.4336882547429,43.3380215022456
Ecole La Parade,Ecoles elementaires,Chemin de Palama,,13013,Marseille,04 91 68 50 00,ecole.parade@cime.org,5.43932125424917,43.3574026197646
Ecole Malpasse Les Oliviers,Ecoles elementaires,54 avenue Saint Paul,,13013,Marseille,04 91 66 37 84,ecole.malpasselesoliviers@cime.org,5.40636230402117,43.3289269431205
Ecole Vallon Des Tuves,Ecoles elementaires,Traverse Courtes,,13015,Marseille,04 91 65 51 20,ecole.vallondestuves@cime.org,5.36874209430764,43.3717707520072
Ecole Saint Louis Consolat,Ecoles elementaires,rue des Musardises,,13015,Marseille,04 91 60 00 14,ecole.saintlouisconsolat@cime.org,5.35364322835525,43.3480671900222
Ecole La Baume,Ecoles elementaires,11 Avenue Colgate,,13009,Marseille,04 91 40 09 82,ecole.baume@cime.org,5.41078799339632,43.2349751058231
Ecole La Treille,Ecoles elementaires,169 route de la Treille,,13011,Marseille,04 91 43 10 51,ecole.latreille@cime.org,5.51212235014369,43.3132843961056
Ecole Jean Mermoz,Ecoles elementaires,138 rue Jean Mermoz,,13008,Marseille,04 91 76 15 17,ecole.mermoz@cime.org,5.38676282964196,43.2722574827426
Ecole La Visitation,Ecoles elementaires,48 chemin des Aygalades,,13014,Marseille,04 91 98 23 63,ecole.lavisitation@cime.org,5.36765970888149,43.3371686812918
Ecole Grande Bastide Cazaulx,Ecoles elementaires,Allee de la Bastide Basse,,13012,Marseille,04 91 93 25 42,ecole.grandebastidecalzaux@cime.org,5.44098581805468,43.2983051388458
Ecole Chateau Saint Cyr,Ecoles elementaires,65 chemin de la Valbarelle,,13010,Marseille,04 91 44 57 13,ecole.chateausaintcyr@cime.org,5.44097102228028,43.2814750600512
Ecole Les Trois Ponts,Ecoles elementaires,chemin Chanteperdrix,,13010,Marseille,04 91 44 89 54,ecole.les3ponts@cime.org,5.43606551115874,43.2728203737311
Ecole Pomme Heckel,Ecoles elementaires,24 avenue du docteur Heckel,,13011,Marseille,04 91 35 15 27,ecole.pommeheckel@cime.org,5.44121247967139,43.2889006506279
Ecole Font Vert,Ecoles elementaires,218 chemin de Sainte Marthe,,13014,Marseille,04 91 02 22 89,ecole.fontvert@cime.org,5.39075593524289,43.328397417733
Ecole Castellas Les Lions,Ecoles elementaires,10 avenue du Castellas,Groupe le Castellas,13015,Marseille,04 91 60 69 89,ecole.castellasleslions@cime.org,5.37665740083695,43.3499845175249
Ecole Chartreux Eugene Cas 2,Ecoles elementaires,217 avenue des Chartreux,,13004,Marseille,04 91 50 75 58,ecole.eugenecas2@cime.org,5.4008453568978,43.3119155973362
Ecole Bonneveine 1,Ecoles elementaires,52 boulevard du Sablier,,13008,Marseille,04 91 73 47 41,ecole.bonneveine1@cime.org,5.38096926571214,43.2515051605294
Ecole Saint Mitre,Ecoles elementaires,117 chemin de Chateau Gombert,,13013,Marseille,04 91 66 15 20,ecole.saintmitre@cime.org,5.41974376698816,43.3412880061233
Ecole Maurelle Bombardiere,Ecoles elementaires,213 rue Charles Kaddouz,,13012,Marseille,04 91 93 06 46,ecole.maurellebombardiere@cime.org,5.43885754156216,43.3187234996916
Ecole Saint Just Centre 2,Ecoles elementaires,16 rue Saint Georges,,13013,Marseille,04 91 66 36 20,ecole.saintjustcentre2@cime.org,5.40567519664356,43.319332260097
Ecole Aygalades Oasis 2,Ecoles elementaires,traverse des Laitiers,,13015,Marseille,04 91 60 52 16,ecole.aygaladesoasis2@cime.org,5.36869970031135,43.3543038957407
Ecole Saint Louis Campagne Leveque,Ecoles elementaires,2 Bd Ledru Rollin,Campagne Leveque,13015,Marseille,04 91 60 67 10,ecole.campagneleveque@cime.org,5.35781296859259,43.3425632799991
Ecole Saint Andre La Castellane,Ecoles elementaires,66 chemin de Bernex,,13015,Marseille,04 91 46 04 31,ecole.lacastellane@cime.org,5.34094646440416,43.3689978530406
Ecole Saint Andre Barnier,Ecoles elementaires,274 boulevard Henri Barnier,,13015,Marseille,04 91 46 05 83,ecole.saintandrebarnier@cime.org,5.34196734648229,43.3647512328942
Ecole Saint Julien 2,Ecoles elementaires,12 rue du groupe scolaire,,13012,Marseille,04 91 93 23 81,ecole.saintjulien2@cime.org,5.44654234471795,43.3126394192338
Ecole Chateau Gombert,Ecoles elementaires,38 boulevard Fernand Durbec,,13013,Marseille,04 91 68 00 74,ecole.chateaugombert@cime.org,5.43835222424405,43.3503541559944
Ecole Saint Julien 1,Ecoles elementaires,11 boulevard Bonniot,,13012,Marseille,04 91 93 33 90,ecole.saintjulien1@cime.org,5.44979157498159,43.315095732275
Ecole Croix Rouge Campagne,Ecoles elementaires,14 avenue Fournacle,,13013,Marseille,04 91 68 69 91,ecole.croixrouge2@cime.org,5.45686119005951,43.331955467375
Ecole Bois Luzy,Ecoles elementaires,allee des Primeveres,,13012,Marseille,04 91 93 21 27,ecole.boisluzy@cime.org,5.42610097966442,43.3129270850554
Ecole Les Martegaux,Ecoles elementaires,5 Chemin des Martegaux,,13013,Marseille,04 91 66 40 88,ecole.martegaux@cime.org,5.44100666064519,43.3261091188652
Ecole La Rose,Ecoles elementaires,Place de la Rose,,13013,Marseille,04 91 66 21 71,ecole.roseplace@cime.org,5.42785370272229,43.3288400422147
Ecole La Rose Sauvagine,Ecoles elementaires,Avenue Merleau Ponty,,13013,Marseille,04 91 66 38 32,ecole.rosesauvagine@cime.org,5.42642987594046,43.3353439658695
Ecole La Rose La Garde,Ecoles elementaires,11 boulevard du Metro,Rue Auguste Merlhau,13013,Marseille,04 91 66 13 05,ecole.roselagarde@cime.org,5.42798839821097,43.3327364387948
Ecole National,Ecoles elementaires,179 Boulevard National,,13003,Marseille,04 91 50 54 84,ecole.national@cime.org,5.38026294687923,43.3088536396356
Ecole Clair Soleil,Ecoles elementaires,49 boulevard Charles Moretti,,13014,Marseille,04 91 67 27 09,ecole.clairsoleil@cime.org,5.3849649161329,43.3238813792535
Ecole Peyssonnel 2,Ecoles elementaires,26 Rue Peyssonnel,,13003,Marseille,04 91 50 76 23,ecole.peyssonnel2@cime.org,5.37258265347778,43.3079757498818
Ecole Saint Gabriel 1,Ecoles elementaires,22 boulevard Kraemer,,13014,Marseille,04 91 67 26 08,ecole.saintgabriel1@cime.org,5.38330264523687,43.3210723285317
Ecole Canet Barbes,Ecoles elementaires,21 boulevard Barbes,,13014,Marseille,04 91 67 31 67,ecole.canetbarbes@cime.org,5.37445395600686,43.3242291293695
Ecole Canet Ambrosini,Ecoles elementaires,boulevard de la Maison Blanche,,13014,Marseille,04 91 67 36 53,ecole.canetambrosini@cime.org,5.37527169131403,43.3300874410151
Ecole Parc Bellevue,Ecoles elementaires,143 Rue Felix Pyat,,13003,Marseille,04 91 58 26 86,ecole.parcbellevue@cime.org,5.37345610336412,43.3174666513686
